date,sales,expenses,marketing_spend,employee_count,seasonality,competition_level,customer_satisfaction,market_growth,profit,month,expense_ratio,marketing_ratio,profit_margin,sales_per_employee,marketing_efficiency,year,quarter,day_of_year,day_of_week,is_quarter_end,sales_lag_7,profit_lag_7,sales_growth
2023-04-04,31266.89765600869,18057.543670203428,3091.4590127231804,33.0,0.9995462806873573,4,2.031384995058328,1.211911911911912,-16282.10502691792,4,0.5775291130213309,0.09887322518321807,-52.0745780603178,947.4817471517784,10.113961571971982,2023,2,94,1,0,29409.10953457842,-14509.729054611118,-8.095581977305189
2023-04-05,32440.76668513212,19438.257785790534,3130.4123190737632,32.0,0.9988797155850336,3,4.610931616081986,1.2124124124124125,-15727.903419732178,4,0.5991923056090797,0.09649624959413977,-48.4819103456652,1013.7739589103787,10.363097055128764,2023,2,95,2,0,32074.39902640904,-15636.446709555506,3.754350821875807
2023-04-06,34380.931600206015,21480.611718251355,3286.372635114015,30.0,0.9979171608653922,2,3.613902330008373,1.212912912912913,-14386.052753159354,4,0.6247827129304035,0.09558707347808815,-41.84311501632827,1146.0310533402005,10.461665616629999,2023,2,96,3,0,32207.901560108956,-13181.544655943668,5.980638293493512
2023-04-07,32193.611381258386,19939.612686522392,3705.261861495273,29.0,0.9966589017541702,4,3.805082267664228,1.2134134134134134,-14651.26316675928,4,0.6193655148030488,0.1150930791086179,-45.509846637735585,1110.1245303882201,8.68861974798902,2023,2,97,4,0,31846.842520522034,-13671.717028674837,-6.36201556252921
2023-04-08,34273.01607078847,20532.80763779007,3370.634671705109,25.0,0.9951053111006977,4,4.592421170021012,1.213913913913914,-9630.426238706706,4,0.5990954398463508,0.09834660202484963,-28.09915012678122,1370.9206428315388,10.168119481619975,2023,2,98,5,0,31880.08078671241,-14176.101302661635,6.459060044256537
2023-04-09,32099.34249930277,19735.3301381107,2333.816453511294,30.0,0.9932568492674144,3,2.9958857358861226,1.2144144144144144,-13969.804092319226,4,0.6148203857614645,0.07270605164457768,-43.52053034302078,1069.9780833100924,13.754013281982129,2023,2,99,6,0,33748.233501300696,-14688.74712077804,-6.342230187725917
2023-04-10,32393.806556926847,19253.030423972083,1779.3326250101027,29.0,0.9911140639934547,2,3.959233544707224,1.214914914914915,-11838.556492055337,4,0.5943429460856356,0.05492817344214287,-36.54574052990963,1117.0278123078224,18.20559354760492,2023,2,100,0,0,34021.104021667015,-16103.592755261983,0.9173523028718655
2023-04-11,32584.425628386063,18698.71958361828,4238.799556930234,31.0,0.9886775902323405,3,3.4121087015184512,1.2154154154154155,-15153.09351216245,4,0.5738545094171864,0.13008667408387845,-46.504098875266855,1051.110504141486,7.687182465401576,2023,2,101,1,0,31266.89765600869,-16282.10502691792,0.5884429516618717
2023-04-12,32218.39273524503,18868.80264708224,4354.52450134622,30.0,0.9859481499638306,2,3.3527305063872643,1.2159159159159159,-15004.93441318343,4,0.5856531330453638,0.13515647838579564,-46.57257280487773,1073.9464245081676,7.3988314281581316,2023,2,102,2,0,32440.76668513212,-15727.903419732178,-1.1233369503440338
2023-04-13,33234.83165306782,20722.343376094792,1981.9650137021542,29.0,0.9829265519799822,2,2.8822460897564968,1.2164164164164164,-12669.476736729126,4,0.6235128130754941,0.059635175360342296,-38.12107992296582,1146.0286776919938,16.768626803854513,2023,2,103,3,0,34380.931600206015,-14386.052753159354,3.1548405476815367
2023-04-14,32428.962944329578,19320.381225683093,5227.807581128031,26.0,0.9796136916454902,4,4.832482570949222,1.216916916916917,-12919.225862481548,4,0.5957754880675699,0.161207979117388,-39.83854150581328,1247.2678055511376,6.203166899523148,2023,2,104,4,0,32193.611381258386,-14651.26316675928,-2.424771448071572
2023-04-15,31669.315367714713,18879.89723094132,2358.625649197519,28.0,0.9760105506323685,1,3.1995999679395433,1.2174174174174175,-11969.207512424124,4,0.5961574164684479,0.07447668577016414,-37.79433616877659,1131.0469774183825,13.427020679813959,2023,2,105,5,0,34273.01607078847,-9630.426238706706,-2.342497285278422
2023-04-16,33347.683365427256,19858.690921118912,4107.585906218497,31.0,0.9721181966290617,1,4.059571397516562,1.217917917917918,-15418.593461910154,4,0.5955043624321782,0.12317455042400274,-46.23587579668327,1075.7317214653954,8.118560177875285,2023,2,106,6,0,32099.34249930277,-13969.804092319226,5.299666185469731
2023-04-17,32144.340148058174,20238.672383621408,4130.785166364238,34.0,0.9679377830240639,1,1.9999940900224509,1.2184184184184184,-19425.11740192747,4,0.629618535966246,0.12850738722081922,-60.43091042607989,945.4217690605345,7.781653814824366,2023,2,107,0,0,32393.806556926847,-11838.556492055337,-3.608476199628996
2023-04-18,31984.297701495925,20003.558078578586,4574.623669462124,30.0,0.963470548564149,2,4.443990823751829,1.218918918918919,-16593.884046544787,4,0.6254180806240747,0.14302717265066495,-51.88134565721192,1066.143256716531,6.991678444503957,2023,2,108,1,0,32584.425628386063,-15153.09351216245,-0.49788686227524304
2023-04-19,33357.51012752021,21123.896193236193,4622.504307952829,31.0,0.9587178169872969,1,4.341768924765647,1.2194194194194194,-17188.89037366881,4,0.6332575816505205,0.13857462053617803,-51.529296724961014,1076.0487137909745,7.216328618694846,2023,2,109,2,0,32218.39273524503,-15004.93441318343,4.293395586922832
2023-04-20,32135.434386359877,19201.7380266159,2392.461609969828,32.0,0.9536809966304463,5,3.5779472882378425,1.21991991991992,-15058.765250225853,4,0.5975253919320357,0.07444933157602891,-46.860313351225955,1004.2323245737462,13.431954039490376,2023,2,110,3,0,33234.83165306782,-12669.476736729126,-3.6635700221285705
2023-04-21,32384.479276927945,19578.499810530313,4728.273384742987,29.0,0.9483615800121713,2,3.3184460270896605,1.2204204204204205,-15122.293918345356,4,0.6045642927622694,0.14600430484956436,-46.69611571960371,1116.7061819630326,6.849113120536759,2023,2,111,4,0,32428.962944329578,-12919.225862481548,0.7749852937223078
2023-04-22,30331.15124144387,17440.369470155925,2043.5754930353276,31.0,0.9427611433904206,2,3.8200000044908533,1.2209209209209209,-13952.793721747383,4,0.5749985990088552,0.06737546744493587,-46.00153027717118,978.4242335949635,14.842197582039379,2023,2,112,5,0,31669.315367714713,-11969.207512424124,-6.340469512958791
2023-04-23,30889.178859824817,19271.97452895403,3258.791204973126,29.0,0.9368813462954321,2,5.0,1.2214214214214214,-14841.586874102339,4,0.6239069875055697,0.105499444312247,-48.04785177829913,1065.1440986146488,9.478722911945367,2023,2,113,6,0,33347.683365427256,-15418.593461910154,1.8397838378731546
2023-04-24,33051.18075558666,19246.818677718027,3943.091538919005,32.0,0.930723931037979,5,2.0894106408772117,1.221921921921922,-15738.72946105037,4,0.582333769557226,0.11930259218507652,-47.61926533710915,1032.8493986120832,8.382047545527593,2023,2,114,0,0,32144.340148058174,-19425.11740192747,6.999221007372891
2023-04-25,32973.646348973656,19892.575591265508,3999.2977613883522,31.0,0.924290722193093,3,4.125621910059302,1.2224224224224225,-15718.227003680204,4,0.6032871033046877,0.12128770106472726,-47.66905921573776,1063.6660112572147,8.244859051836862,2023,2,115,1,0,31984.297701495925,-16593.884046544787,-0.2345889158586245
2023-04-26,31447.041019837605,18319.57334808614,2617.136503171023,31.0,0.9175836260593937,3,2.770706158276878,1.222922922922923,-14289.66883141956,4,0.5825531672925819,0.08322361717657524,-45.44042417983068,1014.4206780592775,12.015819955029157,2023,2,116,2,0,33357.51012752021,-17188.89037366881,-4.629774071630899
2023-04-27,34717.56642256182,20536.10644016774,4563.102469796476,29.0,0.9106046300942172,4,3.484065282960215,1.2234234234234234,-13581.642487402398,4,0.5915191805270658,0.1314349748555839,-39.12037589874425,1197.157462846959,7.60832496144017,2023,2,117,3,0,32135.434386359877,-15058.765250225853,10.40010537290641
2023-04-28,33244.91511645089,19528.31785434568,1349.3374870217735,32.0,0.9033558023246842,3,3.3016959047370698,1.223923923923924,-13232.740224916568,4,0.5874076617714781,0.040587785599550785,-39.80380211098355,1038.9035973890902,24.637954133941907,2023,2,118,4,0,32384.479276927945,-15122.293918345356,-4.241804532572024
2023-04-29,33515.39556947767,19805.29971134869,2012.4958596057047,35.0,0.8958392907349088,3,3.1573453937617955,1.2244244244244245,-16302.400001476726,4,0.590931402563701,0.060046907560251994,-48.64152645216951,957.5827305565048,16.653646967524256,2023,2,119,5,0,30331.15124144387,-13952.793721747383,0.8135994695108506
2023-04-30,32778.06384459245,19397.27695518098,3624.518312100148,28.0,0.8880573226294933,2,3.4916278967578167,1.224924924924925,-12643.73142268868,4,0.5917761661319432,0.11057755971447049,-38.57375921480663,1170.6451373068733,9.043426194086441,2023,2,120,6,0,30889.178859824817,-14841.586874102339,-2.19997918078193
2023-05-01,31084.095137927005,18376.322685293664,2426.976354266445,30.0,0.880012203973536,3,2.5926630837777678,1.2254254254254255,-13719.203901633104,5,0.5911808789592831,0.0780777546683413,-44.135767313663024,1036.1365045975667,12.807745359069306,2023,2,121,0,0,33051.18075558666,-15738.72946105037,-5.167995018549288
2023-05-02,34759.62952563995,21272.444671274123,3839.716959258558,31.0,0.8717063187093217,3,4.323344348902374,1.2259259259259259,-15152.532104892727,5,0.6119870942693104,0.11046484130178212,-43.59232912340356,1121.2783717948373,9.05265411343027,2023,2,122,1,0,32973.646348973656,-15718.227003680204,11.824485710147869
2023-05-03,30229.00137460974,17584.96942823458,2914.6155971969642,32.0,0.8631421280499114,4,2.0646851910411197,1.2264264264264264,-15870.583650821805,5,0.581725119209685,0.09641785916371814,-52.50118405880253,944.6562929565544,10.371522544407396,2023,2,123,2,0,31447.041019837605,-14289.66883141956,-13.0341669714525
2023-05-04,34846.86494850448,21018.38968260962,2367.3266072920364,29.0,0.8543221697498273,2,3.931811610262674,1.226926926926927,-11738.851341397176,5,0.6031644371357333,0.06793513880776339,-33.686965409211,1201.616032707051,14.719922819760598,2023,2,124,3,0,34717.56642256182,-13581.642487402398,15.276269026119493
2023-05-05,35140.99201548351,21693.574785442885,4628.693527260221,25.0,0.8452490573530629,3,3.238771317972343,1.2274274274274275,-11181.276297219592,5,0.6173296068558467,0.13171778204840567,-31.81832855570212,1405.6396806193404,7.591989361258031,2023,2,125,4,0,33244.91511645089,-13232.740224916568,0.8440560360700511
2023-05-06,31027.231071623348,18359.740460717312,3671.1834603036123,33.0,0.8359254794186369,1,2.5632600849540372,1.227927927927928,-17403.692849397576,5,0.5917299039136181,0.11832133688723438,-56.09167253508005,940.2191233825257,8.451561031236873,2023,2,126,5,0,33515.39556947767,-16302.400001476726,-11.70644511699498
2023-05-07,33897.872083780836,19979.763804894697,2527.424486019744,32.0,0.8263541987239098,2,3.6619066964789564,1.2284284284284284,-14209.316207133605,5,0.5894105610969735,0.07455997473154206,-41.91801825204349,1059.3085026181511,13.412021712729434,2023,2,127,6,0,32778.06384459245,-12643.73142268868,9.252005135524
2023-05-08,32461.686837558453,19361.749789944944,4446.462331184633,27.0,0.8165380514459166,3,2.2544391306348173,1.228928928928929,-12946.525283571125,5,0.5964492814816768,0.13697570164591807,-39.88247853032666,1202.28469768735,7.300564903000081,2023,2,128,0,0,31084.095137927005,-13719.203901633104,-4.236800595249035
2023-05-09,32434.725871481867,20050.698127069474,2861.698727282258,30.0,0.8064799463209446,5,3.5317710573757077,1.2294294294294295,-14477.670982869866,5,0.6181861442738132,0.08822947166630435,-44.636329100593116,1081.1575290493956,11.334081244214333,2023,2,129,1,0,34759.62952563995,-15152.532104892727,-0.08305472913807677
2023-05-10,33323.41484174713,20091.102720524956,3669.5827750459216,34.0,0.7961828637826158,3,2.3616984737507565,1.22992992992993,-17637.270653823747,5,0.602912481086875,0.11012025005458675,-52.92756080846795,980.1004365219744,9.080981922074265,2023,2,130,2,0,30229.00137460974,-15870.583650821805,2.7399305725183787
2023-05-11,32369.87692176341,19156.319005754245,2625.4020817230007,34.0,0.7856498550787149,4,3.869017667454265,1.2304304304304305,-16611.844165713836,5,0.591794619795875,0.08110633500610719,-51.31883635475026,952.0552035812768,12.329493126827904,2023,2,131,3,0,34846.86494850448,-11738.851341397176,-2.8614652025072185
2023-05-12,32394.335307909078,19678.539510339466,4235.449735286523,33.0,0.7748840413670416,2,2.7605141330956995,1.2309309309309309,-17919.65393771691,5,0.6074685380420493,0.13074661650033725,-55.31724533746437,981.6465244820932,7.648381478364455,2023,2,132,4,0,35140.99201548351,-11181.276297219592,0.07555909528103033
2023-05-13,34799.983160344076,20328.843821288232,4552.291255509143,31.0,0.7638886127905428,2,3.1392047863765526,1.2314314314314314,-14881.151916453298,5,0.5841624614477898,0.13081303041251627,-42.76195148683562,1122.580101946583,7.644498387098901,2023,2,133,5,0,31027.231071623348,-17403.692849397576,7.4261374081895815
2023-05-14,31165.998755309265,19040.279008407033,3957.165142745297,31.0,0.7526668275320088,1,3.7351595103545296,1.231931931931932,-16631.445395843064,5,0.6109311354946851,0.12697058656177918,-53.36407001238753,1005.3547985583634,7.8758398073040095,2023,2,134,6,0,33897.872083780836,-14209.316207133605,-10.442488975615017
2023-05-15,33798.05355258362,20483.135785401053,2059.807981747921,31.0,0.7412220108485965,3,2.881966310526211,1.2324324324324325,-13544.890214565357,5,0.6060448349054487,0.060944574176238726,-40.07594754973678,1090.2597920188264,16.408351580375523,2023,2,135,0,0,32461.686837558453,-12946.525283571125,8.445276591131123
2023-05-16,29506.895554379284,17550.233097058124,4137.5642480620445,33.0,0.7295575540864876,2,3.453628800265358,1.232932932932933,-18580.901790740885,5,0.5947841264667844,0.14022363824878775,-62.971388353944235,894.1483501327056,7.131465225754439,2023,2,136,1,0,32434.725871481867,-14477.670982869866,-12.69646487638133
2023-05-17,34066.678496256434,20020.714198530244,4200.284312217431,29.0,0.7176769136759623,2,2.288935599004117,1.2334334334334334,-13354.32001449124,5,0.5876919935335142,0.12329597417837485,-39.20053437542712,1174.7130515950494,8.110564896087194,2023,2,137,2,0,33323.41484174713,-17637.270653823747,15.453279161387101
2023-05-18,34224.52411770268,20091.374009479878,4743.236847103651,29.0,0.7055836101071786,4,4.004700482876925,1.233933933933934,-13810.086738880851,5,0.5870461175846589,0.13859175457899808,-40.351435395817724,1180.156004058713,7.215436466893088,2023,2,138,3,0,32369.87692176341,-16611.844165713836,0.46334315059093356
2023-05-19,31134.393617640562,18948.044838757294,2592.2557472545254,33.0,0.6932812268869787,1,4.9119310444406175,1.2344344344344345,-16805.90696837126,5,0.6085888510133515,0.08326019703771487,-53.97859092668865,943.4664732618352,12.010540877617958,2023,2,139,4,0,32394.335307909078,-17919.65393771691,-9.028994791672618
2023-05-20,33212.440605690426,20541.954614658785,4298.617223550849,31.0,0.6807734094770165,3,5.0,1.234934934934935,-16428.13123251921,5,0.6185018095640717,0.1294279235478512,-49.46378806532065,1071.3690517964653,7.726307991260378,2023,2,140,5,0,34799.983160344076,-14881.151916453298,6.674441820098442
2023-05-21,30396.269000108656,17919.107526550793,3798.4975631781563,34.0,0.6680638642135341,3,3.5729345173331515,1.2354354354354355,-18521.336089620294,5,0.5895166780662041,0.1249659148352904,-60.932925977047006,894.0079117679016,8.002182045544467,2023,2,141,6,0,31165.998755309265,-16631.445395843064,-8.479267269202929
2023-05-22,31210.655936769603,18955.586913837502,1671.2510199569233,30.0,0.6551563572090863,3,4.130563312637749,1.2359359359359359,-13416.181997024822,5,0.6073434327122144,0.053547449414160016,-42.985902072051864,1040.3551978923201,18.675025812444417,2023,2,142,0,0,33798.05355258362,-13544.890214565357,2.6792332198995794
2023-05-23,30580.87755123968,17305.01302144277,3220.6531219189505,31.0,0.6420547132365652,3,2.0754994616740086,1.2364364364364364,-14744.788592122042,5,0.5658769272545373,0.1053159156902086,-48.215714435978704,986.4799210077316,9.49524099416791,2023,2,143,1,0,29506.895554379284,-18580.901790740885,-2.0178313035323803
2023-05-24,32705.269444472207,19330.852801354726,4449.228917359565,29.0,0.6287628145958337,3,4.7021874610444705,1.236936936936937,-14274.812274242082,5,0.5910623312299907,0.13604012420425315,-43.64682669402312,1127.767911878352,7.350772471352507,2023,2,144,2,0,34066.678496256434,-13354.32001449124,6.946798337206017
2023-05-25,34033.06358901861,20404.308686975713,1692.6051040946177,31.0,0.6152845999633287,2,4.120982803779285,1.2374374374374375,-12863.850202051723,5,0.599543694725136,0.04973413867568383,-37.79809645524384,1097.8407609360843,20.10691301041719,2023,2,145,3,0,34224.52411770268,-13810.086738880851,4.059878322668342
2023-05-26,35596.3064589362,20902.942166870802,5060.708669350763,28.0,0.601624063224924,4,3.1128532440390133,1.237937937937938,-12767.344377285368,5,0.5872222218050736,0.14216948815149635,-35.867048150104395,1271.2966592477212,7.033858059152581,2023,2,146,4,0,31134.393617640562,-16805.90696837126,4.59330634701367
2023-05-27,30782.290954057302,18001.12138503958,3845.2577530561175,30.0,0.5877852522924721,4,4.489744640231208,1.2384384384384384,-15064.088184038395,5,0.584788228137611,0.12491785484047242,-48.937514776017196,1026.0763651352433,8.00526074736922,2023,2,147,5,0,33212.440605690426,-16428.13123251921,-13.523918585295725
2023-05-28,31876.804644697586,18792.19300858411,3559.1410069347203,28.0,0.5737722679043242,2,3.296419138683727,1.238938938938939,-12874.529370821243,5,0.5895256195859022,0.11165300432729384,-40.388393737459516,1138.4573087391996,8.956319680110457,2023,2,148,6,0,30396.269000108656,-18521.336089620294,3.555660273219585
2023-05-29,29444.776486345214,17812.962255970313,2076.394461638211,33.0,0.559589262410178,1,3.133579853588355,1.2394394394394395,-16844.58023126331,5,0.6049617073585508,0.07051826196069523,-57.20736321117891,892.2659541316732,14.180723860684061,2023,2,149,0,0,31210.655936769603,-13416.181997024822,-7.62946030965157
2023-05-30,31695.94915295446,18923.90498256949,2872.972221489737,33.0,0.5452404385406528,4,3.880267940341993,1.23993993993994,-16500.928051104765,5,0.5970449059988331,0.09064162135122367,-52.06005338876773,960.4833076652867,11.032459317173279,2023,2,150,1,0,30580.87755123968,-14744.788592122042,7.645405858839549
2023-05-31,35393.34586716321,20116.89190363544,4847.075580096017,28.0,0.5307300481619326,3,2.649316400135745,1.2404404404404406,-11970.621616568245,5,0.5683806210110028,0.1369487812281962,-33.82167275593517,1264.0480666844003,7.301999996142436,2023,2,151,2,0,32705.269444472207,-14274.812274242082,11.66520269314637
2023-06-01,33893.212736379995,19275.577565510463,2716.2716335048262,34.0,0.5160623910158525,3,4.317299811519959,1.2409409409409409,-15298.636462635293,6,0.568714972978074,0.0801420524702652,-45.13775835187845,996.8591981288234,12.477843643585572,2023,2,152,3,0,34033.06358901861,-12863.850202051723,-4.238460914131858
2023-06-02,29621.010938863226,17469.17397438935,3973.867480152216,36.0,0.5012418134457758,3,2.655208150458525,1.2414414414414414,-20622.030515678336,6,0.5897561703901713,0.13415705116729965,-69.61960399745138,822.8058594128674,7.453950361155127,2023,2,153,4,0,35596.3064589362,-12767.344377285368,-12.604888862987929
2023-06-03,31779.824808626367,19296.738178202595,2348.9248948535105,32.0,0.48627270710869236,2,2.659956168141451,1.241941941941942,-15465.838264429738,6,0.6072008985073026,0.07391245574821151,-48.66558691736924,993.119525269574,13.529519346598052,2023,2,154,5,0,30782.290954057302,-15064.088184038395,7.2881167837885785
2023-06-04,32307.77146767264,18010.910459240968,2209.365593290942,30.0,0.47115950767386344,3,2.7722481692733325,1.2424424424424425,-11912.50458485927,6,0.5574791959037719,0.06838495795049333,-36.871947657482345,1076.925715589088,14.623098850538751,2023,2,155,6,0,31876.804644697586,-12874.529370821243,1.661263591682749
2023-06-05,33667.73008174602,19950.772960971797,1402.9301764984561,37.0,0.45590669350845886,3,4.107600030012898,1.242942942942943,-17285.973055724233,6,0.5925784991304986,0.04166987715216053,-51.34285267748522,909.9386508580005,23.99815090283153,2023,2,156,0,0,29444.776486345214,-16844.58023126331,4.209385396433696
2023-06-06,30990.710037846206,18331.30209444901,3483.062467883509,29.0,0.44051878435049546,2,3.0065797107842336,1.2434434434434434,-14023.654524486312,6,0.591509586971793,0.11239053457084247,-45.25115593466709,1068.6451737188347,8.897546433233448,2023,2,157,1,0,31695.94915295446,-16500.928051104765,-7.951293530629922
2023-06-07,32054.08934440558,19926.62249574757,4441.679306659187,32.0,0.4250003399695534,3,2.421603372506265,1.243943943943944,-17914.21245800118,6,0.621656172529056,0.13856825751421312,-55.887447824587035,1001.6902920126744,7.216659990816646,2023,2,158,2,0,35393.34586716321,-11970.621616568245,3.4312841017865248
2023-06-08,31434.277164838786,18668.05539304684,2939.8975105738155,32.0,0.40935595881562137,4,3.0154560000513615,1.2444444444444445,-15773.67573878187,6,0.5938757648268188,0.09352521437528952,-50.179858299479896,982.3211614012121,10.692303745889216,2023,2,159,3,0,33893.212736379995,-15298.636462635293,-1.9336446370608606
2023-06-09,32504.51374657677,19694.202740316527,3118.011920262129,34.0,0.3935902766564672,3,3.4743661034556106,1.244944944944945,-17507.700914001885,6,0.6058913200136898,0.09592550574889015,-53.8623683175255,956.0151101934343,10.424756087476451,2023,2,160,4,0,29621.010938863226,-20622.030515678336,3.40468010804178
2023-06-10,33081.40848504781,19919.473661072418,3050.804918578068,32.0,0.37770796520396577,1,2.5552220130684917,1.2454454454454456,-15488.870094602675,6,0.6021349928336834,0.09222113139339203,-46.82046745864331,1033.794015157744,10.843501753781927,2023,2,161,5,0,31779.824808626367,-15465.838264429738,1.774814239550948
2023-06-11,31987.080308278033,18126.964945063217,3339.8167626703043,31.0,0.36171373072976726,3,2.578655112772525,1.2459459459459459,-14279.701399455487,6,0.5666964527666529,0.10441142894201516,-44.642090687345416,1031.8413002670334,9.577495587722964,2023,2,162,6,0,32307.77146767264,-11912.50458485927,-3.3079854422292665
2023-06-12,31736.098354394173,19425.762620952373,2915.913043008901,30.0,0.34561231267073356,4,5.0,1.2464464464464464,-14605.577309567101,6,0.6121030507287512,0.0918800102787419,-46.021968883723275,1057.8699451464724,10.883760210368283,2023,2,163,0,0,33667.73008174602,-17285.973055724233,-0.7846353948688045
2023-06-13,32273.7617276559,19471.955289321682,4280.577713849037,31.0,0.3294084822245309,4,2.8115476769488903,1.246946946946947,-16278.77127551482,6,0.6033370219944288,0.13263336793432856,-50.439646338360625,1041.0890879889,7.5395808428474425,2023,2,164,1,0,30990.710037846206,-14023.654524486312,1.694169734595885
2023-06-14,32441.03240535803,19718.753763052115,3703.323666101432,30.0,0.3131070409358278,3,3.2415661049815947,1.2474474474474475,-14981.045023795517,6,0.6078337309571974,0.11415554288863455,-46.179310314801256,1081.3677468452677,8.759977612086333,2023,2,165,2,0,32054.08934440558,-17914.21245800118,0.5182868954466846
2023-06-15,31396.632365611535,20801.09827258508,2954.1716698667,32.0,0.29671281927349036,2,3.2062103993605713,1.247947947947948,-17958.637576840247,6,0.6625264146280971,0.09409199163354791,-57.199247892937045,981.1447614253605,10.62789704669676,2023,2,166,3,0,31434.277164838786,-15773.67573878187,-3.2193797863658613
2023-06-16,30875.36002390007,17483.159544590744,1659.8754595318421,31.0,0.2802306751992168,4,3.1629145537836463,1.2484484484484484,-13067.674980222517,6,0.5662495767193432,0.05376052160191693,-42.323959850531494,995.9793556096797,18.601010001442084,2023,2,167,4,0,32504.51374657677,-17507.700914001885,-1.6602810633996823
2023-06-17,33876.908753658325,21188.493577075547,5222.673893796087,29.0,0.2636654927280084,4,3.997077391975282,1.248948948948949,-15734.25871721331,6,0.6254553427867715,0.1541661882957989,-46.44537915672187,1168.1692673675284,6.486506613767336,2023,2,168,5,0,33081.40848504781,-15488.870094602675,9.721501959604062
2023-06-18,33132.237471145934,19735.618722987383,2245.986950762839,34.0,0.24702218048093558,1,4.25851436037764,1.2494494494494495,-16049.368202604288,6,0.5956621173011529,0.06778856854200731,-48.440339160858954,974.4775726807628,14.751749764126066,2023,2,169,6,0,31987.080308278033,-14279.701399455487,-2.198167748797253
2023-06-19,30192.746595456905,18259.312409475646,1446.1245503349862,31.0,0.23030567023061269,3,3.2552364547747263,1.24994994994995,-14312.690364353726,6,0.6047582438963377,0.04789642259815423,-47.40439999091488,973.959567595384,20.878386020390106,2023,2,170,0,0,31736.098354394173,-14605.577309567101,-8.871996279300365
2023-06-20,32593.545612796428,19533.371245027232,3358.024753381724,29.0,0.21352091543979704,3,2.5108173707261208,1.2504504504504506,-13497.850385612528,6,0.5993018211973327,0.10302729237482353,-41.41264821558164,1123.9153659584974,9.70616597747615,2023,2,171,1,0,32273.7617276559,-16278.77127551482,7.951575421431745
2023-06-21,30401.245011511455,18028.62884020785,3185.1771878127483,32.0,0.19667288979357783,4,4.5195521822791225,1.2509509509509509,-16412.561016509142,6,0.5930227144770319,0.10477127455164019,-53.98647657454328,950.038906609733,9.544600886831008,2023,2,172,2,0,32441.03240535803,-14981.045023795517,-6.726180168702667
2023-06-22,32962.62321254514,19492.657463407708,2991.745630547161,32.0,0.17976658572556242,2,3.4237271270426537,1.2514514514514514,-15121.779881409726,6,0.5913563777287318,0.09076175798437491,-45.87553540233586,1030.0819753920357,11.017856222795453,2023,2,173,3,0,31396.632365611535,-17958.637576840247,8.425241137538354
2023-06-23,32720.30047185318,19796.934650898413,3090.3682168367386,29.0,0.16280701293851763,3,4.884257451885735,1.251951951951952,-13367.00239588197,6,0.6050352339498908,0.09444803905438309,-40.85232165694993,1128.2862231673512,10.587832315123038,2023,2,174,4,0,30875.36002390007,-13067.674980222517,-0.7351439815012517
2023-06-24,31097.992297837878,17900.208530366886,4281.682665182971,33.0,0.14579919691987603,5,1.7035312819478696,1.2524524524524525,-17483.89889771198,6,0.5756065651740295,0.13768357211538249,-56.2219539134929,942.3634029647842,7.263030618946852,2023,2,175,5,0,33876.908753658325,-15734.25871721331,-4.958109035125924
2023-06-25,31777.651842280768,19441.880689129342,2368.8807830358014,30.0,0.12874817745258268,4,3.656322577026656,1.252952952952953,-14033.109629884377,6,0.6118098588789229,0.07454549489034179,-44.16031020647365,1059.2550614093589,13.414626886185731,2023,2,176,6,0,33132.237471145934,-16049.368202604288,2.1855415550094737
2023-06-26,27587.474577175097,16344.38754386243,3584.9838213163644,36.0,0.11165900712169516,5,5.0,1.2534534534534534,-21141.896788003698,6,0.592456823046253,0.12994969188961042,-76.63585417672031,766.3187382548638,7.695285656002011,2023,2,177,0,0,30192.746595456905,-14312.690364353726,-13.185924768458069
2023-06-27,29901.17260961938,17375.66889625145,2592.779734896023,33.0,0.09453674981720049,5,3.2173886916494734,1.253953953953954,-17249.926157455855,6,0.5811032605009475,0.08671164066863085,-57.6897982653244,906.0961396854358,11.532476981049257,2023,2,178,1,0,32593.545612796428,-13497.850385612528,8.386769966826012
2023-06-28,29682.383997739395,17584.42396964573,2880.7686114385097,31.0,0.07738647923346482,1,3.319605261332291,1.2544544544544545,-15582.808583344846,6,0.5924195297448128,0.09705314140730437,-52.49850748016611,957.4962579915933,10.303633509432581,2023,2,179,2,0,30401.245011511455,-16412.561016509142,-0.7317057920651626
2023-06-29,32864.39699162604,20347.212803406906,3530.2743273536257,31.0,0.06021327736579174,3,3.736409353272271,1.254954954954955,-15813.090139134492,6,0.6191263088926124,0.10741941585762707,-48.11617308287665,1060.1418384395497,9.309304021215242,2023,2,180,3,0,32962.62321254514,-15121.779881409726,10.720206955509326
2023-06-30,33234.36936303158,19672.954074310837,2552.563535957859,32.0,0.04302223300453152,3,3.052963344892034,1.2554554554554556,-14591.148247237114,6,0.5919460622049337,0.0768049337141091,-43.90379154739627,1038.574042594737,13.01999691481147,2023,2,181,4,1,32720.30047185318,-13367.00239588197,1.125754327699413
2023-07-01,34366.49256886827,20799.122350425772,4162.3385347372805,34.0,0.02581844022713446,4,3.250342454357814,1.2559559559559559,-17794.968316294784,7,0.6052151615049354,0.12111618683216561,-51.77999553092244,1010.779193202008,8.256534705684967,2023,3,182,5,0,31097.992297837878,-17483.89889771198,3.4064831905491477
